country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,export_import_ratio,trade_balance,mortality_income_ratio,fertility_income_ratio,health_life_ratio,aid_need_score,wellbeing_score,PC1,PC2,Cluster
Bahrain,8.6,69.5,4.97,50.9,41100.0,7.44,76.0,2.16,20700,1.3654223968565815,18.6,0.0002092457420924574,5.255474452554745e-05,0.06539473684210526,0.00045197080291970804,43.920930232558135,-2.8262425923254155,-1.7584919902024485,1
Bangladesh,49.4,16.0,3.52,21.8,2440.0,7.14,70.4,2.33,758,0.7339449541284403,-5.800000000000001,0.020245901639344262,0.0009549180327868853,0.049999999999999996,0.047172950819672134,5.016356275303644,1.3657963922722727,-1.325949248783448,0
Barbados,14.2,39.5,7.97,48.7,15300.0,0.321,76.7,1.78,16000,0.811088295687885,-9.200000000000003,0.0009281045751633987,0.00011633986928104576,0.10391134289439373,0.0016520261437908497,43.04922535211268,-1.4480402706325097,0.9112155421801874,0
Belarus,5.5,51.4,5.61,64.5,16200.0,15.1,70.4,1.49,6030,0.7968992248062016,-13.100000000000001,0.00033950617283950616,9.197530864197531e-05,0.0796875,0.0005058641975308642,71.808,-1.0813489704991217,-0.38011997447739343,0
Belgium,4.5,76.4,10.7,74.7,41100.0,1.88,80.0,1.86,33130,1.0227576974564927,1.7000000000000028,0.00010948905109489051,4.5255474452554745e-05,0.13374999999999998,0.00020364963503649637,158.61803490661038,-3.805707981119542,2.051271827621818,1
Belize,18.8,58.2,5.2,57.5,7880.0,1.14,71.4,2.71,4340,1.0121739130434784,0.7000000000000028,0.002385786802030457,0.00034390862944162434,0.07282913165266106,0.006465482233502538,19.748936170212765,-0.6989687419309029,-0.81669953216698,0
Benin,111.0,23.8,4.1,37.2,1820.0,0.885,61.8,5.36,758,0.6397849462365591,-13.400000000000002,0.04633250600339897,0.002581407735900969,0.06634304207119741,0.1524212262354966,2.2827027027027023,4.477897208871212,-0.4379049020276899,2
Bhutan,42.7,42.5,5.2,70.7,6420.0,5.99,72.1,2.38,2180,0.6011315417256011,-28.200000000000003,0.006651090342679128,0.00037071651090342676,0.07212205270457699,0.015829595015576323,8.780327868852458,0.4581558625123464,0.09313715586945277,0
Bolivia,46.6,41.2,4.84,34.3,5410.0,8.78,71.6,3.2,1980,1.2011661807580176,6.900000000000006,0.008613678373382625,0.0005914972273567468,0.06759776536312849,0.0275637707948244,7.4365665236051495,0.26099041997603484,-1.8154256170104777,0
Bosnia and Herzegovina,6.9,29.7,11.1,51.3,9720.0,1.4,76.8,1.31,4610,0.5789473684210527,-21.599999999999998,0.0007098765432098766,0.00013477366255144034,0.14453125,0.0009299382716049385,123.5478260869565,-1.2616160884053214,2.8856132565279244,0
Botswana,52.5,43.6,8.3,51.3,13300.0,8.92,57.1,2.88,6350,0.8499025341130605,-7.699999999999996,0.003947368421052632,0.00021654135338345864,0.14535901926444836,0.011368421052631578,9.027238095238097,0.5204105940910669,0.5276123258992547,0
Brazil,19.8,10.7,9.01,11.8,14500.0,8.41,74.2,1.8,11200,0.9067796610169491,-1.1000000000000014,0.0013655172413793103,0.00012413793103448277,0.12142857142857143,0.0024579310344827587,33.76474747474747,-0.81315270714883,0.46297086647465974,0
Brunei,10.5,67.4,2.84,28.0,51967.5,16.7,77.1,1.84,33130,1.8603472848755864,31.900000000000006,0.00013027295285359801,2.28287841191067e-05,0.03683527885862516,0.00023970223325062035,20.853714285714283,-3.5437211131308235,-3.888865050631261,1
Bulgaria,10.8,50.2,6.87,53.0,15300.0,1.11,73.9,1.57,6840,0.9471698113207547,-2.799999999999997,0.0007058823529411765,0.00010261437908496732,0.09296346414073071,0.0011082352941176473,47.008611111111115,-1.4466345027223493,0.14809547220883593,0
Burkina Faso,116.0,19.2,6.74,29.6,1430.0,6.81,57.9,5.87,575,0.6486486486486486,-10.400000000000002,0.04633250600339897,0.002581407735900969,0.11640759930915372,0.1524212262354966,3.3641896551724138,4.8751197115026415,0.2633431285263491,2
Burundi,93.6,8.92,11.6,39.2,764.0,12.3,57.7,6.26,231,0.22755102040816325,-30.28,0.04633250600339897,0.002581407735900969,0.18361344867429397,0.1524212262354966,7.150854700854702,5.366491452017249,2.798787840735084,2
Cambodia,44.4,54.1,5.68,59.5,2520.0,3.12,66.1,2.88,786,0.9092436974789916,-5.399999999999999,0.017619047619047618,0.0011428571428571427,0.08593040847201211,0.05074285714285714,8.456036036036034,1.024406840926774,-0.42546508252469756,0
Cameroon,108.0,22.2,5.13,27.0,2660.0,1.91,57.3,5.11,1310,0.8222222222222222,-4.800000000000001,0.0406015037593985,0.0019210526315789475,0.08952879581151833,0.1524212262354966,2.7217499999999997,4.0304037237324755,-0.4969975432752394,2
Canada,5.6,29.1,11.3,31.0,40700.0,2.87,81.3,1.63,33130,0.9387096774193548,-1.8999999999999986,0.00013759213759213757,4.0049140049140046e-05,0.13899138991389914,0.00022427518427518424,158.61803490661038,-3.289663317417754,2.3376094767981135,1
Cape Verde,26.5,32.7,4.09,61.8,5830.0,0.505,72.5,2.67,3310,0.5291262135922331,-29.099999999999994,0.004545454545454545,0.00045797598627787307,0.056413793103448275,0.012136363636363636,11.189622641509434,0.386467348138849,0.06999893508312424,0
Central African Republic,142.875,11.8,3.98,26.5,888.0,2.01,48.05,5.21,446,0.44528301886792454,-14.7,0.04633250600339897,0.002581407735900969,0.08378947368421052,0.1524212262354966,1.268791946308725,5.550931613623028,-0.22090746056386976,2
Chad,142.875,36.8,4.53,43.5,1930.0,6.39,56.5,6.59,897,0.8459770114942529,-6.700000000000003,0.04633250600339897,0.002581407735900969,0.08017699115044248,0.1524212262354966,1.7063000000000001,4.965370477329633,-0.9835901079595737,2
Chile,8.7,37.7,7.96,31.3,19400.0,8.96,79.1,1.88,12900,1.2044728434504792,6.400000000000002,0.00044845360824742267,9.690721649484535e-05,0.10063211125158028,0.0008430927835051546,72.3719540229885,-1.950640845135316,-0.2531543822709055,0
China,15.7,26.3,5.07,22.6,9530.0,6.94,74.6,1.59,4560,1.163716814159292,3.6999999999999993,0.0016474291710388248,0.00016684155299055613,0.06796246648793566,0.0026194123819517313,24.090573248407644,-0.9152496293427518,-1.3656439886002265,0
Colombia,18.6,15.9,7.59,17.8,10900.0,3.86,76.4,2.01,6250,0.8932584269662921,-1.9000000000000004,0.001706422018348624,0.00018440366972477063,0.09934554973821988,0.0034299082568807334,31.17612903225806,-0.7250671445366234,0.12208474803069465,0
Comoros,88.2,16.5,4.51,51.7,1410.0,3.87,65.9,4.75,769,0.3191489361702127,-35.2,0.04633250600339897,0.002581407735900969,0.0684370257966616,0.1524212262354966,3.3697165532879816,4.532321833682055,0.5691577067817376,2
"Congo, Dem. Rep.",116.0,41.1,7.91,49.6,609.0,20.8,57.5,6.54,334,0.8286290322580645,-8.5,0.04633250600339897,0.002581407735900969,0.13756521739130434,0.1524212262354966,3.920905172413793,4.916003234057192,-0.16517261506155947,2
"Congo, Rep.",63.9,85.1,2.46,54.7,5190.0,20.7,60.4,4.95,2740,1.555758683729433,30.39999999999999,0.012312138728323698,0.0009537572254335261,0.04072847682119205,0.060945086705202316,2.3252582159624415,0.9026848381521756,-4.327416324335205,0
Costa Rica,10.2,33.2,10.9,35.0,13000.0,6.57,80.4,1.92,8200,0.9485714285714286,-1.7999999999999972,0.0007846153846153846,0.0001476923076923077,0.13557213930348258,0.0015064615384615383,85.91764705882355,-1.5754334100216474,1.3783298279962397,0
Cote d'Ivoire,111.0,50.6,5.3,43.3,2690.0,5.39,56.3,5.27,1220,1.168591224018476,7.300000000000004,0.041263940520446095,0.0019591078066914496,0.0941385435168739,0.1524212262354966,2.688198198198198,3.5908606910889875,-1.253109552753887,2
Croatia,5.5,37.6,7.76,38.1,20100.0,0.821,76.3,1.55,13500,0.9868766404199475,-0.5,0.0002736318407960199,7.711442786069652e-05,0.10170380078636959,0.0004241293532338309,107.65236363636363,-2.0832922760302095,0.7202257246888761,1
Cyprus,3.6,50.2,5.97,57.5,33900.0,2.01,79.9,1.42,30800,0.8730434782608696,-7.299999999999997,0.00010619469026548673,4.188790560471976e-05,0.07471839799749687,0.00015079646017699116,132.50083333333333,-3.060511668820061,0.6350144829351848,1
Czech Republic,3.4,66.0,7.88,62.9,28300.0,-1.43,77.5,1.51,19800,1.0492845786963434,3.1000000000000014,0.00012014134275618375,5.3356890459363955e-05,0.1016774193548387,0.00018141342756183745,158.61803490661038,-3.14275962878138,1.05400172451792,1
Denmark,4.1,50.5,11.4,43.6,44000.0,3.22,79.5,1.87,33130,1.1582568807339448,6.899999999999999,9.318181818181817e-05,4.25e-05,0.14339622641509434,0.00017425,158.61803490661038,-3.684152788095399,1.930281449816707,1
Dominican Republic,34.4,22.7,6.22,33.3,11100.0,5.44,74.6,2.6,5450,0.6816816816816818,-10.599999999999998,0.003099099099099099,0.00023423423423423424,0.08337801608579089,0.008057657657657657,13.488720930232557,-0.05455253458785693,-0.10373664029279145,0
Ecuador,25.1,27.9,8.06,32.4,9350.0,7.47,76.7,2.66,4660,0.8611111111111112,-4.5,0.002684491978609626,0.0002844919786096257,0.10508474576271187,0.007140748663101605,24.62956175298805,-0.4019849884673482,0.1511193544016416,0
Egypt,29.1,21.3,4.66,26.6,9860.0,10.1,70.5,3.19,2600,0.8007518796992481,-5.300000000000001,0.00295131845841785,0.00032352941176470585,0.06609929078014185,0.009414705882352941,11.289690721649485,0.31175863899632306,-1.197798241919495,0
El Salvador,19.2,26.9,6.91,46.6,7300.0,2.65,74.1,2.27,2990,0.5772532188841202,-19.700000000000003,0.00263013698630137,0.000310958904109589,0.09325236167341432,0.005970410958904109,26.66828125,-0.09647618651215058,0.7441864159879007,0
Equatorial Guinea,111.0,85.8,4.48,58.9,33700.0,24.16,60.9,5.21,17100,1.4567062818336163,26.9,0.0032937685459940654,0.0001545994065281899,0.07356321839080461,0.01716053412462908,2.457945945945946,-0.1694574013169687,-3.5299553524606293,0
Eritrea,55.2,4.79,2.66,23.3,1420.0,11.6,61.7,4.61,482,0.2055793991416309,-18.51,0.03887323943661972,0.002581407735900969,0.043111831442463534,0.1524212262354966,2.9732246376811595,4.411376512496261,-0.8609756773281814,2
Estonia,4.5,75.1,6.03,68.7,22700.0,1.74,76.0,1.72,14600,1.0931586608442503,6.3999999999999915,0.00019823788546255506,7.577092511013216e-05,0.0793421052631579,0.0003409691629955947,101.84,-2.594576443746766,-0.22897951350855011,1
Fiji,24.1,57.8,4.86,63.9,7350.0,4.23,65.3,2.67,3650,0.9045383411580594,-6.100000000000001,0.0032789115646258507,0.000363265306122449,0.07442572741194488,0.008754693877551022,13.168381742738589,-0.14210059368606456,-0.7874903516075051,0
Finland,3.0,38.7,8.95,37.4,39800.0,0.351,80.0,1.87,33130,1.0347593582887702,1.3000000000000043,7.537688442211056e-05,4.698492462311558e-05,0.11187499999999999,0.00014095477386934674,158.61803490661038,-3.3928716294387646,1.4741379270557506,1
France,4.2,26.8,11.9,28.1,36900.0,1.05,81.4,2.03,33130,0.9537366548042704,-1.3000000000000007,0.00011382113821138212,5.501355013550135e-05,0.14619164619164618,0.00023105691056910568,158.61803490661038,-3.169789329747316,2.575958475032351,1
Gabon,63.7,57.7,3.5,18.9,15400.0,16.6,62.9,4.08,8750,1.8603472848755864,31.900000000000006,0.004136363636363637,0.0002649350649350649,0.05564387917329094,0.016876363636363637,3.456043956043956,-0.33620693772814086,-4.142478364340298,0
Gambia,80.3,23.8,5.69,42.7,1660.0,4.3,65.5,5.71,562,0.5573770491803278,-18.900000000000002,0.04633250600339897,0.002581407735900969,0.0868702290076336,0.1524212262354966,4.641282689912828,4.291937822570457,0.2757264606327513,2
Georgia,16.5,35.0,10.1,52.8,6730.0,8.55,72.8,1.92,2960,0.662878787878788,-17.799999999999997,0.002451708766716196,0.0002852897473997028,0.13873626373626374,0.004707280832095096,44.56242424242424,-0.3259806971008367,1.6151975156426104,0
Germany,4.2,42.3,11.6,37.1,40400.0,0.758,80.1,1.39,33130,1.1401617250673852,5.199999999999996,0.00010396039603960397,3.440594059405941e-05,0.14481897627965043,0.0001445049504950495,158.61803490661038,-3.6655022160051267,2.185986479907435,1
Ghana,74.7,29.5,5.22,45.9,3060.0,16.6,62.2,4.27,1310,0.6427015250544662,-16.4,0.024411764705882355,0.001395424836601307,0.08392282958199355,0.10423823529411765,4.346506024096386,2.9804749595300772,-0.7236768447085075,2
Greece,3.9,22.1,10.3,30.7,28700.0,0.673,80.4,1.48,26900,0.719869706840391,-8.599999999999998,0.00013588850174216027,5.156794425087108e-05,0.1281094527363184,0.0002011149825783972,158.61803490661038,-2.66284128878491,2.4514625095870484,1
Grenada,14.6,23.8,5.86,49.2,11200.0,0.48,71.3,2.24,7370,0.48373983739837395,-25.400000000000002,0.0013035714285714285,0.0002,0.08218793828892007,0.00292,28.617671232876713,-0.18862278662147722,0.7964807551113158,0
Guatemala,35.4,25.8,6.85,36.3,6710.0,5.14,71.3,3.38,2830,0.7107438016528926,-10.499999999999996,0.005275707898658718,0.000503725782414307,0.09607293127629733,0.017831892697466465,13.796751412429378,0.5246944158790305,0.10832032099626203,0
Guinea,109.0,30.3,4.93,43.2,1190.0,16.1,58.0,5.34,648,0.7013888888888888,-12.900000000000002,0.04633250600339897,0.002581407735900969,0.08499999999999999,0.1524212262354966,2.623302752293578,4.752630921706725,-0.8654772050316513,2
Guinea-Bissau,114.0,14.9,8.5,35.2,1390.0,2.97,55.6,5.05,547,0.42329545454545453,-20.300000000000004,0.04633250600339897,0.002581407735900969,0.1528776978417266,0.1524212262354966,4.1456140350877195,4.977726048215581,1.7930830849842643,2
Guyana,37.6,51.4,5.38,79.1,5840.0,5.73,65.5,2.65,3040,0.649810366624526,-27.699999999999996,0.0064383561643835616,0.00045376712328767124,0.08213740458015267,0.01706164383561644,9.372074468085106,0.6145000375421871,0.18540991096481352,0
Haiti,142.875,15.3,6.91,64.7,1500.0,5.45,48.05,3.33,662,0.23647604327666152,-42.900000000000006,0.04633250600339897,0.00222,0.18361344867429397,0.1524212262354966,1.0663990384615385,5.464532781604202,2.6241196096793096,2
Hungary,6.0,81.8,7.33,76.5,22300.0,2.33,74.5,1.25,13100,1.069281045751634,5.299999999999997,0.0002690582959641256,5.6053811659192826e-05,0.09838926174496644,0.00033632286995515697,91.01416666666667,-2.5827856492138124,0.2359861153174629,1
Iceland,2.6,53.4,9.4,43.3,38800.0,5.47,82.0,2.2,33130,1.2332563510392611,10.100000000000001,6.701030927835051e-05,5.670103092783506e-05,0.11463414634146342,0.00014742268041237114,158.61803490661038,-3.6635485883623597,0.9063302616244875,1
India,58.8,22.6,4.05,27.1,4410.0,8.98,66.2,2.6,1350,0.8339483394833949,-4.5,0.013333333333333332,0.0005895691609977325,0.06117824773413897,0.034666666666666665,4.5596938775510205,1.1594379740991225,-1.4110755168511546,0
Indonesia,33.3,24.3,2.61,22.4,8430.0,15.3,69.9,2.48,3110,1.0848214285714286,1.9000000000000021,0.00395017793594306,0.00029418742586002374,0.03733905579399141,0.009796441281138789,5.478648648648649,0.12003839373156024,-2.6952650481627405,0
Iran,19.3,24.4,5.6,19.4,17400.0,15.9,74.5,1.76,6530,1.2577319587628866,5.0,0.0011091954022988506,0.00010114942528735632,0.07516778523489932,0.0019521839080459773,21.616580310880828,-0.9808514537208458,-1.7460543211120574,0
Iraq,36.9,39.4,8.41,34.1,12700.0,16.6,67.2,4.56,4500,1.1554252199413488,5.299999999999997,0.002905511811023622,0.0003590551181102362,0.12514880952380952,0.013249133858267715,15.31577235772358,0.2683107167255809,-0.7394481167451964,0
Ireland,4.2,92.67499999999998,9.19,86.5,45700.0,-3.22,80.4,2.05,33130,1.1907514450867052,16.5,9.190371991247266e-05,4.485776805251641e-05,0.11430348258706466,0.00018840262582056893,158.61803490661038,-4.377905680423106,1.271087279335631,1
Israel,4.6,35.0,7.63,32.9,29600.0,1.77,81.4,3.03,30600,1.0638297872340425,2.1000000000000014,0.0001554054054054054,0.00010236486486486486,0.09373464373464373,0.0004708783783783783,135.01782608695652,-2.739871466747421,0.6638729872339113,1
Italy,4.0,25.2,9.53,27.2,36200.0,0.319,81.7,1.46,33130,0.9264705882352942,-2.0,0.00011049723756906077,4.033149171270718e-05,0.11664626682986536,0.00016132596685082873,158.61803490661038,-3.2355620946349917,1.858730029218664,1
Jamaica,18.1,31.3,4.81,49.6,8000.0,9.81,74.7,2.17,4680,0.6310483870967742,-18.3,0.0022625,0.00027125,0.06439089692101739,0.004909625,19.851215469613255,-0.15023360188011062,-0.4716130146677677,0
Japan,3.2,15.0,9.49,13.6,35800.0,-1.9,82.8,1.39,33130,1.1029411764705883,1.4000000000000004,8.93854748603352e-05,3.88268156424581e-05,0.11461352657004832,0.0001242458100558659,158.61803490661038,-3.3526039945894603,1.6598157600401784,1
Jordan,21.1,48.3,8.04,69.0,9470.0,8.43,75.8,3.66,3680,0.7,-20.700000000000003,0.002228088701161563,0.00038648363252375925,0.10606860158311344,0.008154804646251321,28.883033175355443,-0.10397159384548263,0.7381282898540801,0
Kazakhstan,21.5,44.2,4.29,29.9,20100.0,19.5,68.4,2.6,9070,1.4782608695652175,14.300000000000004,0.0010696517412935324,0.00012935323383084577,0.06271929824561404,0.002781094527363184,13.64818604651163,-0.9741558419532277,-2.8913260761558246,0
Kenya,62.2,20.7,4.75,33.6,2480.0,2.09,62.8,4.37,967,0.6160714285714285,-12.900000000000002,0.025080645161290323,0.0017620967741935484,0.07563694267515923,0.10960241935483872,4.795819935691318,2.905195659076593,-0.24949713884520075,2
Kiribati,62.7,13.3,11.3,79.9,1730.0,1.52,60.7,3.84,1490,0.16645807259073842,-42.900000000000006,0.03624277456647399,0.0022196531791907515,0.18361344867429397,0.13917225433526012,10.939553429027114,3.937041191714994,4.057522210341786,2
Kuwait,10.8,66.7,2.63,30.4,51967.5,11.2,78.2,2.21,33130,1.8603472848755864,31.900000000000006,0.00014361702127659576,2.9388297872340424e-05,0.03363171355498721,0.00031739361702127664,19.043148148148145,-3.579959877958001,-3.6978370290836655,1
Kyrgyz Republic,29.6,51.6,6.18,81.7,2790.0,10.0,68.5,3.1,880,0.631578947368421,-30.1,0.01060931899641577,0.0011111111111111111,0.09021897810218978,0.03288888888888889,14.301689189189188,1.1140181856667013,0.40675602413706097,0
Lao,78.9,35.4,4.47,49.3,3980.0,9.2,63.8,3.15,1140,0.718052738336714,-13.899999999999999,0.019824120603015076,0.0007914572864321608,0.07006269592476488,0.062445979899497496,3.614524714828897,1.9286223128430304,-0.8578553920302576,0
Latvia,7.8,53.7,6.68,55.1,18300.0,-0.812,73.1,1.36,11300,0.9745916515426497,-1.3999999999999986,0.0004262295081967213,7.431693989071038e-05,0.09138166894664843,0.000579672131147541,62.60358974358974,-1.842172234282479,0.2523495042502126,0
Lebanon,10.3,35.8,7.03,60.2,16300.0,0.238,79.8,1.61,8860,0.5946843853820597,-24.400000000000006,0.0006319018404907975,9.877300613496933e-05,0.0880952380952381,0.0010173619631901841,54.46543689320388,-1.223606198048856,1.2136240622565977,0
Lesotho,99.7,39.4,11.1,101.0,2380.0,4.15,48.05,3.3,1170,0.3900990099009901,-42.900000000000006,0.04189075630252101,0.0013865546218487395,0.18361344867429397,0.13823949579831932,5.177031093279839,4.091452124111583,3.4601202706356506,2
Liberia,89.3,19.1,11.8,92.6,700.0,5.47,60.8,5.02,327,0.2062634989200864,-42.900000000000006,0.04633250600339897,0.002581407735900969,0.18361344867429397,0.1524212262354966,8.03404255319149,4.819417587139577,3.9214372122028984,2
Libya,16.6,65.6,3.88,42.1,29600.0,14.2,76.1,2.41,12100,1.5581947743467932,23.499999999999993,0.0005608108108108109,8.141891891891893e-05,0.05098554533508542,0.0013515540540540542,17.78722891566265,-2.1187412032047455,-3.063314153463791,0
Lithuania,6.1,65.3,7.04,67.2,21100.0,2.38,73.2,1.5,12000,0.9717261904761904,-1.9000000000000057,0.0002890995260663507,7.109004739336493e-05,0.09617486338797814,0.000433649289099526,84.48,-2.081807899426588,0.37442459556137847,0
Luxembourg,2.8,92.67499999999998,7.77,101.575,51967.5,3.62,81.3,1.63,33130,1.232394366197183,31.900000000000006,3.0534351145038166e-05,1.777535441657579e-05,0.09557195571955719,4.97709923664122e-05,158.61803490661038,-4.7486792779279625,0.23432120461019346,1
"Macedonia, FYR",10.4,39.8,7.09,58.1,11400.0,2.04,74.0,1.47,4540,0.6850258175559379,-18.300000000000004,0.000912280701754386,0.00012894736842105264,0.0958108108108108,0.0013410526315789475,50.44807692307692,-0.9126632652118861,0.8806744173916021,0
Madagascar,62.2,25.0,3.77,43.0,1390.0,8.79,60.8,4.6,413,0.5813953488372093,-18.0,0.044748201438848924,0.002581407735900969,0.062006578947368426,0.1524212262354966,3.6851446945337614,4.131903609315307,-0.6286217275734381,2
Malawi,90.5,22.8,6.59,34.9,1030.0,12.1,53.1,5.31,459,0.6532951289398281,-12.099999999999998,0.04633250600339897,0.002581407735900969,0.12410546139359697,0.1524212262354966,3.8666187845303863,4.81166470774804,0.17225654817432837,2
Malaysia,7.9,86.9,4.39,71.0,21100.0,7.27,74.5,2.15,9070,1.2239436619718311,15.900000000000006,0.00037440758293838864,0.00010189573459715639,0.05892617449664429,0.0008049763033175355,41.39936708860758,-2.136242359360582,-1.8563085749070136,0
Maldives,13.2,77.6,6.33,65.4,10500.0,2.88,77.9,2.23,7100,1.1865443425076452,12.199999999999989,0.001257142857142857,0.0002123809523809524,0.08125802310654685,0.0028034285714285713,37.35659090909091,-1.7978800658645042,-0.8876858843681977,0
Mali,137.0,22.8,4.98,35.1,1870.0,4.37,59.5,6.55,708,0.6495726495726496,-12.3,0.04633250600339897,0.002581407735900969,0.08369747899159664,0.1524212262354966,2.162846715328467,5.074737534962066,-0.3810769143514572,2
Malta,6.8,92.67499999999998,8.65,101.575,28300.0,3.83,80.3,1.36,21100,0.9935064935064936,-1.0,0.0002402826855123675,4.80565371024735e-05,0.10772104607721047,0.00032678445229681984,102.14632352941177,-3.1652644245867103,1.0365232876791066,1
Mauritania,97.4,50.7,4.41,61.2,3320.0,18.9,68.2,4.98,1200,0.8284313725490197,-10.5,0.029337349397590362,0.0015,0.06466275659824047,0.14610000000000004,3.087905544147844,3.104831375157454,-1.563388070290803,2
Mauritius,15.0,51.2,6.0,62.2,15900.0,1.13,73.4,1.57,8000,0.8231511254019293,-11.0,0.0009433962264150943,9.874213836477988e-05,0.08174386920980926,0.0014811320754716981,29.360000000000003,-1.190307134318023,0.11284833584010091,0
"Micronesia, Fed. Sts.",40.0,23.5,14.120000000000005,81.0,3340.0,3.8,65.4,3.46,2860,0.29012345679012347,-42.900000000000006,0.011976047904191617,0.0010359281437125748,0.18361344867429397,0.041437125748502994,23.217000000000002,1.7292787918667873,4.217346861058597,2
Moldova,17.2,39.2,11.7,78.5,3910.0,11.1,69.7,1.27,1630,0.4993630573248408,-39.3,0.004398976982097186,0.00032480818414322253,0.16786226685796268,0.005586700767263426,47.412209302325586,0.09439929479549838,2.9823174836132496,0
Mongolia,26.1,46.7,5.44,56.7,7710.0,24.16,66.2,2.64,2650,0.8236331569664903,-10.0,0.0033852140077821015,0.0003424124513618677,0.08217522658610273,0.008936964980544748,13.79800766283525,0.36824277005187905,-1.3648879086707981,0
Montenegro,6.8,37.0,9.11,62.7,14000.0,1.6,76.4,1.77,6680,0.5901116427432217,-25.700000000000003,0.0004857142857142857,0.00012642857142857144,0.11924083769633506,0.0008597142857142857,102.35352941176471,-1.2090291195989222,2.1824635191268635,0
Morocco,33.5,32.2,5.2,43.0,6440.0,0.976,73.5,2.58,2830,0.7488372093023257,-10.799999999999997,0.005201863354037267,0.00040062111801242236,0.0707482993197279,0.01342080745341615,11.408955223880596,0.0751523579049283,-0.3150864388655024,0
Mozambique,101.0,31.5,5.21,46.2,918.0,7.64,54.5,5.56,419,0.6818181818181818,-14.700000000000003,0.04633250600339897,0.002581407735900969,0.09559633027522936,0.1524212262354966,2.811336633663366,4.755930406848649,-0.2127148452175974,2
Myanmar,64.4,0.109,1.97,0.0659,3720.0,7.04,66.8,2.41,988,1.6540212443095599,0.0431,0.01731182795698925,0.0006478494623655915,0.02949101796407186,0.041721505376344094,2.0434161490683227,1.0440157577809153,-3.073424363405492,0
Namibia,56.0,47.8,6.78,60.7,8460.0,3.56,58.6,3.6,5190,0.7874794069192751,-12.900000000000006,0.006619385342789598,0.000425531914893617,0.11569965870307167,0.02382978723404255,7.094785714285715,0.9343634690737948,0.30711428727595896,0
Nepal,47.0,9.58,5.25,36.4,1990.0,15.1,68.3,2.61,592,0.2631868131868132,-26.82,0.023618090452261306,0.0013115577889447237,0.07686676427525622,0.061643216080402005,7.629255319148936,2.4191514578719944,0.06578488850425177,2
